country,code,year,cases
New Zealand,NZL,49,5
New Zealand,NZL,50,5
New Zealand,NZL,51,5
New Zealand,NZL,52,5
New Zealand,NZL,53,6
New Zealand,NZL,54,6
New Zealand,NZL,55,6
New Zealand,NZL,56,11
Nigeria,NGA,38,1
Nigeria,NGA,39,1
Nigeria,NGA,40,1
Nigeria,NGA,41,1
Nigeria,NGA,42,1
Nigeria,NGA,43,1
Nigeria,NGA,44,1
Nigeria,NGA,45,1
Nigeria,NGA,46,1
Nigeria,NGA,47,1
Nigeria,NGA,48,2
Nigeria,NGA,49,2
Nigeria,NGA,50,2
Nigeria,NGA,51,2
Nigeria,NGA,52,2
Nigeria,NGA,53,2
Nigeria,NGA,54,2
Nigeria,NGA,55,2
Nigeria,NGA,56,2
Norway,NOR,37,1
Norway,NOR,38,4
Norway,NOR,39,6
Norway,NOR,40,15
Norway,NOR,41,19
Norway,NOR,42,25
Norway,NOR,43,32
Norway,NOR,44,56
Norway,NOR,45,86
Norway,NOR,46,113
Norway,NOR,47,147
Norway,NOR,48,169
Norway,NOR,49,192
Norway,NOR,50,277
Norway,NOR,51,489
Norway,NOR,52,489
Norway,NOR,53,750
Norway,NOR,54,907
Norway,NOR,55,1077
Norway,NOR,56,1169
Oman,OMN,35,2
Oman,OMN,36,4
Oman,OMN,37,4
Oman,OMN,38,6
Oman,OMN,39,6
Oman,OMN,40,6
Oman,OMN,41,6
Oman,OMN,42,6
Oman,OMN,43,12
Oman,OMN,44,15
Oman,OMN,45,16
Oman,OMN,46,16
Oman,OMN,47,16
Oman,OMN,48,16
Oman,OMN,49,18
Oman,OMN,50,18
Oman,OMN,51,18
Oman,OMN,52,18
Oman,OMN,53,19
Oman,OMN,54,20
Oman,OMN,55,22
Oman,OMN,56,24
Pakistan,PAK,37,2
Pakistan,PAK,38,2
Pakistan,PAK,39,2
Pakistan,PAK,40,4
Pakistan,PAK,41,4
Pakistan,PAK,42,5
Pakistan,PAK,43,5
Pakistan,PAK,44,5
Pakistan,PAK,45,5
Pakistan,PAK,46,5
Pakistan,PAK,47,5
Pakistan,PAK,48,6
Pakistan,PAK,49,16
Pakistan,PAK,50,16
Pakistan,PAK,51,19
Pakistan,PAK,52,20
Pakistan,PAK,53,21
Pakistan,PAK,54,28
Pakistan,PAK,55,52
Pakistan,PAK,56,187
Palestine,PSE,44,4
Palestine,PSE,45,7
Palestine,PSE,46,16
Palestine,PSE,47,16
Palestine,PSE,48,19
Palestine,PSE,49,26
Palestine,PSE,50,30
Palestine,PSE,51,30
Palestine,PSE,52,31
Palestine,PSE,53,35
Palestine,PSE,54,38
Palestine,PSE,55,38
Palestine,PSE,56,39
Panama,PAN,49,1
Panama,PAN,50,8
Panama,PAN,51,10
Panama,PAN,52,14
Panama,PAN,53,27
Panama,PAN,54,27
Panama,PAN,55,43
Panama,PAN,56,69
Paraguay,PRY,48,1
Paraguay,PRY,49,1
Paraguay,PRY,50,5
Paraguay,PRY,51,5
Paraguay,PRY,52,5
Paraguay,PRY,53,6
Paraguay,PRY,54,6
Paraguay,PRY,55,8
Paraguay,PRY,56,9
Peru,PER,46,1
Peru,PER,47,6
Peru,PER,48,6
Peru,PER,49,9
Peru,PER,50,11
Peru,PER,51,17
Peru,PER,52,22
Peru,PER,53,28
Peru,PER,54,43
Peru,PER,55,71
Peru,PER,56,86
Philippines,PHL,9,1
Philippines,PHL,10,1
Philippines,PHL,11,1
Philippines,PHL,12,2
Philippines,PHL,13,2
Philippines,PHL,14,2
Philippines,PHL,15,3
Philippines,PHL,16,3
Philippines,PHL,17,3
Philippines,PHL,18,3
Philippines,PHL,19,3
Philippines,PHL,20,3
Philippines,PHL,21,3
Philippines,PHL,22,3
Philippines,PHL,23,3
Philippines,PHL,24,3
Philippines,PHL,25,3
Philippines,PHL,26,3
Philippines,PHL,27,3
Philippines,PHL,28,3
Philippines,PHL,29,3
Philippines,PHL,30,3
Philippines,PHL,31,3
Philippines,PHL,32,3
Philippines,PHL,33,3
Philippines,PHL,34,3
Philippines,PHL,35,3
Philippines,PHL,36,3
Philippines,PHL,37,3
Philippines,PHL,38,3
Philippines,PHL,39,3
Philippines,PHL,40,3
Philippines,PHL,41,3
Philippines,PHL,42,3
Philippines,PHL,43,3
Philippines,PHL,44,3
Philippines,PHL,45,5
Philippines,PHL,46,5
Philippines,PHL,47,6
Philippines,PHL,48,10
Philippines,PHL,49,33
Philippines,PHL,50,49
Philippines,PHL,51,52
Philippines,PHL,52,52
Philippines,PHL,53,64
Philippines,PHL,54,111
Philippines,PHL,55,140
Philippines,PHL,56,187
Poland,POL,43,1
Poland,POL,44,1
Poland,POL,45,1
Poland,POL,46,5
Poland,POL,47,6
Poland,POL,48,11
Poland,POL,49,16
Poland,POL,50,22
Poland,POL,51,44
Poland,POL,52,49
Poland,POL,53,64
Poland,POL,54,111
Poland,POL,55,150
Poland,POL,56,150
Portugal,PRT,42,2
Portugal,PRT,43,2
Portugal,PRT,44,7
Portugal,PRT,45,9
Portugal,PRT,46,13
Portugal,PRT,47,21
Portugal,PRT,48,30
Portugal,PRT,49,30
Portugal,PRT,50,41
Portugal,PRT,51,41
Portugal,PRT,52,41
Portugal,PRT,53,112
Portugal,PRT,54,112
Portugal,PRT,55,245
Portugal,PRT,56,331
Puerto Rico,PRI,53,3
Puerto Rico,PRI,54,3
Puerto Rico,PRI,55,3
Puerto Rico,PRI,56,3
Qatar,QAT,40,1
Qatar,QAT,41,3
Qatar,QAT,42,7
Qatar,QAT,43,8
Qatar,QAT,44,8
Qatar,QAT,45,8
Qatar,QAT,46,11
Qatar,QAT,47,12
Qatar,QAT,48,15
Qatar,QAT,49,18
Qatar,QAT,50,24
Qatar,QAT,51,262
Qatar,QAT,52,262
Qatar,QAT,53,262
Qatar,QAT,54,337
Qatar,QAT,55,401
Qatar,QAT,56,439
Reunion,REU,52,3
Reunion,REU,53,5
Reunion,REU,54,6
Reunion,REU,55,9
Reunion,REU,56,9
Romania,ROU,37,1
Romania,ROU,38,1
Romania,ROU,39,3
Romania,ROU,40,3
Romania,ROU,41,3
Romania,ROU,42,3
Romania,ROU,43,4
Romania,ROU,44,4
Romania,ROU,45,6
Romania,ROU,46,7
Romania,ROU,47,13
Romania,ROU,48,15
Romania,ROU,49,15
Romania,ROU,50,25
Romania,ROU,51,48
Romania,ROU,52,48
Romania,ROU,53,64
Romania,ROU,54,123
Romania,ROU,55,158
Romania,ROU,56,158
Russia,RUS,11,2
Russia,RUS,12,2
Russia,RUS,13,2
Russia,RUS,14,2
Russia,RUS,15,2
Russia,RUS,16,2
Russia,RUS,17,2
Russia,RUS,18,2
Russia,RUS,19,2
Russia,RUS,20,2
Russia,RUS,21,2
Russia,RUS,22,2
Russia,RUS,23,2
Russia,RUS,24,2
Russia,RUS,25,2
Russia,RUS,26,2
Russia,RUS,27,2
Russia,RUS,28,2
Russia,RUS,29,2
Russia,RUS,30,2
Russia,RUS,31,2
Russia,RUS,32,2
Russia,RUS,33,2
Russia,RUS,34,2
Russia,RUS,35,2
Russia,RUS,36,2
Russia,RUS,37,2
Russia,RUS,38,2
Russia,RUS,39,2
Russia,RUS,40,2
Russia,RUS,41,2
Russia,RUS,42,3
Russia,RUS,43,3
Russia,RUS,44,3
Russia,RUS,45,4
Russia,RUS,46,7
Russia,RUS,47,7
Russia,RUS,48,7
Russia,RUS,49,7
Russia,RUS,50,7
Russia,RUS,51,20
Russia,RUS,52,34
Russia,RUS,53,34
Russia,RUS,54,34
Russia,RUS,55,63
Russia,RUS,56,93
Rwanda,RWA,55,5
Rwanda,RWA,56,7
Saint Barthlemy,,44,1
Saint Barthlemy,,45,1
Saint Barthlemy,,46,1
Saint Barthlemy,,47,1
Saint Barthlemy,,48,1
Saint Barthlemy,,49,1
Saint Barthlemy,,50,1
Saint Barthlemy,,51,1
Saint Barthlemy,,52,1
Saint Barthlemy,,53,1
Saint Barthlemy,,54,1
Saint Barthlemy,,55,3
Saint Barthlemy,,56,3
Saint Lucia,LCA,55,1
Saint Lucia,LCA,56,2
Saint Martin (French part),MAF,44,2
Saint Martin (French part),MAF,45,2
Saint Martin (French part),MAF,46,2
Saint Martin (French part),MAF,47,2
Saint Martin (French part),MAF,48,2
Saint Martin (French part),MAF,49,2
Saint Martin (French part),MAF,50,2
Saint Martin (French part),MAF,51,2
Saint Martin (French part),MAF,52,2
Saint Martin (French part),MAF,53,2
Saint Martin (French part),MAF,54,2
Saint Martin (French part),MAF,55,2
Saint Martin (French part),MAF,56,2
Saint Vincent and the Grenadines,VCT,52,1
Saint Vincent and the Grenadines,VCT,53,1
Saint Vincent and the Grenadines,VCT,54,1
Saint Vincent and the Grenadines,VCT,55,1
Saint Vincent and the Grenadines,VCT,56,1
San Marino,SMR,39,1
San Marino,SMR,40,1
San Marino,SMR,41,1
San Marino,SMR,42,8
San Marino,SMR,43,8
San Marino,SMR,44,16
San Marino,SMR,45,21
San Marino,SMR,46,24
San Marino,SMR,47,27
San Marino,SMR,48,37
San Marino,SMR,49,49
San Marino,SMR,50,63
San Marino,SMR,51,63
San Marino,SMR,52,63
San Marino,SMR,53,66
San Marino,SMR,54,92
San Marino,SMR,55,92
San Marino,SMR,56,102
Saudi Arabia,SAU,42,1
Saudi Arabia,SAU,43,1
Saudi Arabia,SAU,44,2
Saudi Arabia,SAU,45,8
Saudi Arabia,SAU,46,8
Saudi Arabia,SAU,47,11
Saudi Arabia,SAU,48,15
Saudi Arabia,SAU,49,15
Saudi Arabia,SAU,50,20
Saudi Arabia,SAU,51,21
Saudi Arabia,SAU,52,21
Saudi Arabia,SAU,53,62
Saudi Arabia,SAU,54,103
Saudi Arabia,SAU,55,103
Saudi Arabia,SAU,56,133
Senegal,SEN,42,1
Senegal,SEN,43,1
Senegal,SEN,44,4
Senegal,SEN,45,4
Senegal,SEN,46,4
Senegal,SEN,47,4
Senegal,SEN,48,4
Senegal,SEN,49,4
Senegal,SEN,50,4
Senegal,SEN,51,4
Senegal,SEN,52,10
Senegal,SEN,53,10
Senegal,SEN,54,21
Senegal,SEN,55,26
Senegal,SEN,56,27
Serbia,SRB,45,1
Serbia,SRB,46,1
Serbia,SRB,47,1
Serbia,SRB,48,1
Serbia,SRB,49,1
Serbia,SRB,50,12
Serbia,SRB,51,19
Serbia,SRB,52,19
Serbia,SRB,53,31
Serbia,SRB,54,41
Serbia,SRB,55,41
Serbia,SRB,56,70
Seychelles,SYC,55,2
Seychelles,SYC,56,4
Singapore,SGP,3,1
Singapore,SGP,4,3
Singapore,SGP,5,4
Singapore,SGP,6,4
Singapore,SGP,7,7
Singapore,SGP,8,7
Singapore,SGP,9,10
Singapore,SGP,10,13
Singapore,SGP,11,16
Singapore,SGP,12,18
Singapore,SGP,13,18
Singapore,SGP,14,18
Singapore,SGP,15,24
Singapore,SGP,16,28
Singapore,SGP,17,30
Singapore,SGP,18,33
Singapore,SGP,19,40
Singapore,SGP,20,43
Singapore,SGP,21,45
Singapore,SGP,22,47
Singapore,SGP,23,50
Singapore,SGP,24,58
Singapore,SGP,25,67
Singapore,SGP,26,72
Singapore,SGP,27,75
Singapore,SGP,28,77
Singapore,SGP,29,81
Singapore,SGP,30,84
Singapore,SGP,31,85
Singapore,SGP,32,86
Singapore,SGP,33,89
Singapore,SGP,34,89
Singapore,SGP,35,90
Singapore,SGP,36,91
Singapore,SGP,37,93
Singapore,SGP,38,96
Singapore,SGP,39,98
Singapore,SGP,40,102
Singapore,SGP,41,106
Singapore,SGP,42,108
Singapore,SGP,43,110
Singapore,SGP,44,110
Singapore,SGP,45,117
Singapore,SGP,46,130
Singapore,SGP,47,138
Singapore,SGP,48,150
Singapore,SGP,49,160
Singapore,SGP,50,166
Singapore,SGP,51,178
Singapore,SGP,52,187
Singapore,SGP,53,200
Singapore,SGP,54,212
Singapore,SGP,55,243
Singapore,SGP,56,243
Slovakia,SVK,46,1
Slovakia,SVK,47,3
Slovakia,SVK,48,5
Slovakia,SVK,49,7
Slovakia,SVK,50,7
Slovakia,SVK,51,10
Slovakia,SVK,52,21
Slovakia,SVK,53,30
Slovakia,SVK,54,44
Slovakia,SVK,55,61
Slovakia,SVK,56,72
Slovenia,SVN,44,1
Slovenia,SVN,45,6
Slovenia,SVN,46,9
Slovenia,SVN,47,12
Slovenia,SVN,48,16
Slovenia,SVN,49,23
Slovenia,SVN,50,31
Slovenia,SVN,51,57
Slovenia,SVN,52,57
Slovenia,SVN,53,141
Slovenia,SVN,54,141
Slovenia,SVN,55,219
Slovenia,SVN,56,253
Somalia,SOM,56,1
South Africa,ZAF,45,1
South Africa,ZAF,46,1
South Africa,ZAF,47,2
South Africa,ZAF,48,3
South Africa,ZAF,49,7
South Africa,ZAF,50,7
South Africa,ZAF,51,13
South Africa,ZAF,52,17
South Africa,ZAF,53,17
South Africa,ZAF,54,38
South Africa,ZAF,55,51
South Africa,ZAF,56,62
South Korea,KOR,0,1
South Korea,KOR,1,1
South Korea,KOR,2,1
South Korea,KOR,3,2
South Korea,KOR,4,2
South Korea,KOR,5,2
South Korea,KOR,6,4
South Korea,KOR,7,4
South Korea,KOR,8,4
South Korea,KOR,9,4
South Korea,KOR,10,11
South Korea,KOR,11,12
South Korea,KOR,12,15
South Korea,KOR,13,15
South Korea,KOR,14,16
South Korea,KOR,15,18
South Korea,KOR,16,23
South Korea,KOR,17,24
South Korea,KOR,18,24
South Korea,KOR,19,27
South Korea,KOR,20,27
South Korea,KOR,21,28
South Korea,KOR,22,28
South Korea,KOR,23,28
South Korea,KOR,24,28
South Korea,KOR,25,28
South Korea,KOR,26,29
South Korea,KOR,27,30
South Korea,KOR,28,31
South Korea,KOR,29,51
South Korea,KOR,30,104
South Korea,KOR,31,204
South Korea,KOR,32,346
South Korea,KOR,33,602
South Korea,KOR,34,763
South Korea,KOR,35,977
South Korea,KOR,36,1261
South Korea,KOR,37,1766
South Korea,KOR,38,2337
South Korea,KOR,39,3150
South Korea,KOR,40,3736
South Korea,KOR,41,4212
South Korea,KOR,42,4812
South Korea,KOR,43,5328
South Korea,KOR,44,5766
South Korea,KOR,45,6284
South Korea,KOR,46,6767
South Korea,KOR,47,7134
South Korea,KOR,48,7382
South Korea,KOR,49,7513
South Korea,KOR,50,7755
South Korea,KOR,51,7869
South Korea,KOR,52,7979
South Korea,KOR,53,8086
South Korea,KOR,54,8162
South Korea,KOR,55,8236
South Korea,KOR,56,8320
Spain,ESP,11,1
Spain,ESP,12,1
Spain,ESP,13,1
Spain,ESP,14,1
Spain,ESP,15,1
Spain,ESP,16,1
Spain,ESP,17,1
Spain,ESP,18,1
Spain,ESP,19,1
Spain,ESP,20,2
Spain,ESP,21,2
Spain,ESP,22,2
Spain,ESP,23,2
Spain,ESP,24,2
Spain,ESP,25,2
Spain,ESP,26,2
Spain,ESP,27,2
Spain,ESP,28,2
Spain,ESP,29,2
Spain,ESP,30,2
Spain,ESP,31,2
Spain,ESP,32,2
Spain,ESP,33,2
Spain,ESP,34,2
Spain,ESP,35,2
Spain,ESP,36,2
Spain,ESP,37,12
Spain,ESP,38,25
Spain,ESP,39,32
Spain,ESP,40,45
Spain,ESP,41,45
Spain,ESP,42,114
Spain,ESP,43,151
Spain,ESP,44,198
Spain,ESP,45,257
Spain,ESP,46,374
Spain,ESP,47,430
Spain,ESP,48,589
Spain,ESP,49,1024
Spain,ESP,50,1639
Spain,ESP,51,2140
Spain,ESP,52,2965
Spain,ESP,53,4231
Spain,ESP,54,5753
Spain,ESP,55,7753
Spain,ESP,56,9191
Sri Lanka,LKA,7,1
Sri Lanka,LKA,8,1
Sri Lanka,LKA,9,1
Sri Lanka,LKA,10,1
Sri Lanka,LKA,11,1
Sri Lanka,LKA,12,1
Sri Lanka,LKA,13,1
Sri Lanka,LKA,14,1
Sri Lanka,LKA,15,1
Sri Lanka,LKA,16,1
Sri Lanka,LKA,17,1
Sri Lanka,LKA,18,1
Sri Lanka,LKA,19,1
Sri Lanka,LKA,20,1
Sri Lanka,LKA,21,1
Sri Lanka,LKA,22,1
Sri Lanka,LKA,23,1
Sri Lanka,LKA,24,1
Sri Lanka,LKA,25,1
Sri Lanka,LKA,26,1
Sri Lanka,LKA,27,1
Sri Lanka,LKA,28,1
Sri Lanka,LKA,29,1
Sri Lanka,LKA,30,1
Sri Lanka,LKA,31,1
Sri Lanka,LKA,32,1
Sri Lanka,LKA,33,1
Sri Lanka,LKA,34,1
Sri Lanka,LKA,35,1
Sri Lanka,LKA,36,1
Sri Lanka,LKA,37,1
Sri Lanka,LKA,38,1
Sri Lanka,LKA,39,1
Sri Lanka,LKA,40,1
Sri Lanka,LKA,41,1
Sri Lanka,LKA,42,1
Sri Lanka,LKA,43,1
Sri Lanka,LKA,44,1
Sri Lanka,LKA,45,1
Sri Lanka,LKA,46,1
Sri Lanka,LKA,47,1
Sri Lanka,LKA,48,1
Sri Lanka,LKA,49,1
Sri Lanka,LKA,50,1
Sri Lanka,LKA,51,2
Sri Lanka,LKA,52,3
Sri Lanka,LKA,53,6
Sri Lanka,LKA,54,11
Sri Lanka,LKA,55,19
Sri Lanka,LKA,56,29
Sudan,SDN,53,1
Sudan,SDN,54,1
Sudan,SDN,55,1
Sudan,SDN,56,2
Suriname,SUR,55,1
Suriname,SUR,56,1
Swaziland,SWZ,54,1
Swaziland,SWZ,55,1
Swaziland,SWZ,56,1
Sweden,SWE,11,1
Sweden,SWE,12,1
Sweden,SWE,13,1
Sweden,SWE,14,1
Sweden,SWE,15,1
Sweden,SWE,16,1
Sweden,SWE,17,1
Sweden,SWE,18,1
Sweden,SWE,19,1
Sweden,SWE,20,1
Sweden,SWE,21,1
Sweden,SWE,22,1
Sweden,SWE,23,1
Sweden,SWE,24,1
Sweden,SWE,25,1
Sweden,SWE,26,1
Sweden,SWE,27,1
Sweden,SWE,28,1
Sweden,SWE,29,1
Sweden,SWE,30,1
Sweden,SWE,31,1
Sweden,SWE,32,1
Sweden,SWE,33,1
Sweden,SWE,34,1
Sweden,SWE,35,1
Sweden,SWE,36,1
Sweden,SWE,37,2
Sweden,SWE,38,7
Sweden,SWE,39,12
Sweden,SWE,40,13
Sweden,SWE,41,14
Sweden,SWE,42,15
Sweden,SWE,43,24
Sweden,SWE,44,35
Sweden,SWE,45,61
Sweden,SWE,46,137
Sweden,SWE,47,161
Sweden,SWE,48,203
Sweden,SWE,49,248
Sweden,SWE,50,326
Sweden,SWE,51,461
Sweden,SWE,52,620
Sweden,SWE,53,775
Sweden,SWE,54,924
Sweden,SWE,55,992
Sweden,SWE,56,1059
Switzerland,CHE,36,1
Switzerland,CHE,37,1
Switzerland,CHE,38,6
Switzerland,CHE,39,10
Switzerland,CHE,40,18
Switzerland,CHE,41,24
Switzerland,CHE,42,30
Switzerland,CHE,43,37
Switzerland,CHE,44,56
Switzerland,CHE,45,86
Switzerland,CHE,46,209
Switzerland,CHE,47,264
Switzerland,CHE,48,332
Switzerland,CHE,49,332
Switzerland,CHE,50,491
Switzerland,CHE,51,645
Switzerland,CHE,52,858
Switzerland,CHE,53,1125
Switzerland,CHE,54,1359
Switzerland,CHE,55,2200
Switzerland,CHE,56,2200
Tanzania,TZA,56,1
Thailand,THA,0,2
Thailand,THA,1,2
Thailand,THA,2,4
Thailand,THA,3,4
Thailand,THA,4,4
Thailand,THA,5,5
Thailand,THA,6,5
Thailand,THA,7,14
Thailand,THA,8,14
Thailand,THA,9,14
Thailand,THA,10,14
Thailand,THA,11,19
Thailand,THA,12,19
Thailand,THA,13,19
Thailand,THA,14,19
Thailand,THA,15,25
Thailand,THA,16,25
Thailand,THA,17,25
Thailand,THA,18,32
Thailand,THA,19,32
Thailand,THA,20,32
Thailand,THA,21,33
Thailand,THA,22,33
Thailand,THA,23,33
Thailand,THA,24,33
Thailand,THA,25,34
Thailand,THA,26,34
Thailand,THA,27,35
Thailand,THA,28,35
Thailand,THA,29,35
Thailand,THA,30,35
Thailand,THA,31,35
Thailand,THA,32,35
Thailand,THA,33,35
Thailand,THA,34,35
Thailand,THA,35,37
Thailand,THA,36,40
Thailand,THA,37,40
Thailand,THA,38,40
Thailand,THA,39,42
Thailand,THA,40,42
Thailand,THA,41,42
Thailand,THA,42,43
Thailand,THA,43,43
Thailand,THA,44,47
Thailand,THA,45,47
Thailand,THA,46,48
Thailand,THA,47,50
Thailand,THA,48,50
Thailand,THA,49,53
Thailand,THA,50,59
Thailand,THA,51,70
Thailand,THA,52,75
Thailand,THA,53,75
Thailand,THA,54,75
Thailand,THA,55,114
Thailand,THA,56,147
Togo,TGO,46,1
Togo,TGO,47,1
Togo,TGO,48,1
Togo,TGO,49,1
Togo,TGO,50,1
Togo,TGO,51,1
Togo,TGO,52,1
Togo,TGO,53,1
Togo,TGO,54,1
Togo,TGO,55,1
Togo,TGO,56,1
Trinidad and Tobago,TTO,53,1
Trinidad and Tobago,TTO,54,1
Trinidad and Tobago,TTO,55,2
Trinidad and Tobago,TTO,56,5
Tunisia,TUN,42,1
Tunisia,TUN,43,1
Tunisia,TUN,44,1
Tunisia,TUN,45,1
Tunisia,TUN,46,1
Tunisia,TUN,47,1
Tunisia,TUN,48,2
Tunisia,TUN,49,2
Tunisia,TUN,50,6
Tunisia,TUN,51,6
Tunisia,TUN,52,7
Tunisia,TUN,53,16
Tunisia,TUN,54,16
Tunisia,TUN,55,18
Tunisia,TUN,56,20
Turkey,TUR,51,1
Turkey,TUR,52,1
Turkey,TUR,53,5
Turkey,TUR,54,5
Turkey,TUR,55,5
Turkey,TUR,56,47
Ukraine,UKR,43,1
Ukraine,UKR,44,1
Ukraine,UKR,45,1
Ukraine,UKR,46,1
Ukraine,UKR,47,1
Ukraine,UKR,48,1
Ukraine,UKR,49,1
Ukraine,UKR,50,1
Ukraine,UKR,51,1
Ukraine,UKR,52,3
Ukraine,UKR,53,3
Ukraine,UKR,54,3
Ukraine,UKR,55,3
Ukraine,UKR,56,7
United Arab Emirates,ARE,8,4
United Arab Emirates,ARE,9,4
United Arab Emirates,ARE,10,4
United Arab Emirates,ARE,11,4
United Arab Emirates,ARE,12,5
United Arab Emirates,ARE,13,5
United Arab Emirates,ARE,14,5
United Arab Emirates,ARE,15,5
United Arab Emirates,ARE,16,5
United Arab Emirates,ARE,17,5
United Arab Emirates,ARE,18,7
United Arab Emirates,ARE,19,7
United Arab Emirates,ARE,20,7
United Arab Emirates,ARE,21,8
United Arab Emirates,ARE,22,8
United Arab Emirates,ARE,23,8
United Arab Emirates,ARE,24,8
United Arab Emirates,ARE,25,8
United Arab Emirates,ARE,26,8
United Arab Emirates,ARE,27,9
United Arab Emirates,ARE,28,9
United Arab Emirates,ARE,29,9
United Arab Emirates,ARE,30,9
United Arab Emirates,ARE,31,9
United Arab Emirates,ARE,32,11
United Arab Emirates,ARE,33,13
United Arab Emirates,ARE,34,13
United Arab Emirates,ARE,35,13
United Arab Emirates,ARE,36,13
United Arab Emirates,ARE,37,13
United Arab Emirates,ARE,38,19
United Arab Emirates,ARE,39,19
United Arab Emirates,ARE,40,19
United Arab Emirates,ARE,41,21
United Arab Emirates,ARE,42,21
United Arab Emirates,ARE,43,27
United Arab Emirates,ARE,44,27
United Arab Emirates,ARE,45,27
United Arab Emirates,ARE,46,45
United Arab Emirates,ARE,47,45
United Arab Emirates,ARE,48,45
United Arab Emirates,ARE,49,59
United Arab Emirates,ARE,50,74
United Arab Emirates,ARE,51,74
United Arab Emirates,ARE,52,85
United Arab Emirates,ARE,53,85
United Arab Emirates,ARE,54,85
United Arab Emirates,ARE,55,98
United Arab Emirates,ARE,56,98
United Kingdom,GBR,11,2
United Kingdom,GBR,12,2
United Kingdom,GBR,13,2
United Kingdom,GBR,14,2
United Kingdom,GBR,15,2
United Kingdom,GBR,16,2
United Kingdom,GBR,17,3
United Kingdom,GBR,18,3
United Kingdom,GBR,19,3
United Kingdom,GBR,20,4
United Kingdom,GBR,21,8
United Kingdom,GBR,22,8
United Kingdom,GBR,23,9
United Kingdom,GBR,24,9
United Kingdom,GBR,25,9
United Kingdom,GBR,26,9
United Kingdom,GBR,27,9
United Kingdom,GBR,28,9
United Kingdom,GBR,29,9
United Kingdom,GBR,30,9
United Kingdom,GBR,31,9
United Kingdom,GBR,32,9
United Kingdom,GBR,33,9
United Kingdom,GBR,34,9
United Kingdom,GBR,35,13
United Kingdom,GBR,36,13
United Kingdom,GBR,37,13
United Kingdom,GBR,38,16
United Kingdom,GBR,39,20
United Kingdom,GBR,40,23
United Kingdom,GBR,41,36
United Kingdom,GBR,42,39
United Kingdom,GBR,43,51
United Kingdom,GBR,44,89
United Kingdom,GBR,45,118
United Kingdom,GBR,46,167
United Kingdom,GBR,47,210
United Kingdom,GBR,48,277
United Kingdom,GBR,49,323
United Kingdom,GBR,50,373
United Kingdom,GBR,51,460
United Kingdom,GBR,52,594
United Kingdom,GBR,53,802
United Kingdom,GBR,54,1144
United Kingdom,GBR,55,1395
United Kingdom,GBR,56,1547
United States,USA,2,1
United States,USA,3,1
United States,USA,4,2
United States,USA,5,2
United States,USA,6,5
United States,USA,7,5
United States,USA,8,5
United States,USA,9,5
United States,USA,10,6
United States,USA,11,7
United States,USA,12,8
United States,USA,13,11
United States,USA,14,11
United States,USA,15,11
United States,USA,16,12
United States,USA,17,12
United States,USA,18,12
United States,USA,19,12
United States,USA,20,12
United States,USA,21,13
United States,USA,22,13
United States,USA,23,14
United States,USA,24,15
United States,USA,25,15
United States,USA,26,15
United States,USA,27,15
United States,USA,28,15
United States,USA,29,15
United States,USA,30,15
United States,USA,31,15
United States,USA,32,35
United States,USA,33,35
United States,USA,34,35
United States,USA,35,53
United States,USA,36,53
United States,USA,37,59
United States,USA,38,59
United States,USA,39,62
United States,USA,40,62
United States,USA,41,62
United States,USA,42,64
United States,USA,43,108
United States,USA,44,129
United States,USA,45,148
United States,USA,46,213
United States,USA,47,213
United States,USA,48,213
United States,USA,49,472
United States,USA,50,696
United States,USA,51,987
United States,USA,52,1264
United States,USA,53,1678
United States,USA,54,1678
United States,USA,55,1678
United States,USA,56,3503
United States Virgin Islands,VIR,56,2
Uruguay,URY,55,4
Uruguay,URY,56,6
Uzbekistan,UZB,55,4
Uzbekistan,UZB,56,4
Vatican,VAT,46,1
Vatican,VAT,47,1
Vatican,VAT,48,1
Vatican,VAT,49,1
Vatican,VAT,50,1
Vatican,VAT,51,1
Vatican,VAT,52,1
Vatican,VAT,53,1
Vatican,VAT,54,1
Vatican,VAT,55,1
Vatican,VAT,56,1
Venezuela,VEN,53,2
Venezuela,VEN,54,2
Venezuela,VEN,55,2
Venezuela,VEN,56,33
Vietnam,VNM,3,2
Vietnam,VNM,4,2
Vietnam,VNM,5,2
Vietnam,VNM,6,2
Vietnam,VNM,7,2
Vietnam,VNM,8,2
Vietnam,VNM,9,2
Vietnam,VNM,10,5
Vietnam,VNM,11,6
Vietnam,VNM,12,7
Vietnam,VNM,13,8
Vietnam,VNM,14,9
Vietnam,VNM,15,10
Vietnam,VNM,16,10
Vietnam,VNM,17,12
Vietnam,VNM,18,13
Vietnam,VNM,19,14
Vietnam,VNM,20,14
Vietnam,VNM,21,15
Vietnam,VNM,22,15
Vietnam,VNM,23,16
Vietnam,VNM,24,16
Vietnam,VNM,25,16
Vietnam,VNM,26,16
Vietnam,VNM,27,16
Vietnam,VNM,28,16
Vietnam,VNM,29,16
Vietnam,VNM,30,16
Vietnam,VNM,31,16
Vietnam,VNM,32,16
Vietnam,VNM,33,16
Vietnam,VNM,34,16
Vietnam,VNM,35,16
Vietnam,VNM,36,16
Vietnam,VNM,37,16
Vietnam,VNM,38,16
Vietnam,VNM,39,16
Vietnam,VNM,40,16
Vietnam,VNM,41,16
Vietnam,VNM,42,16
Vietnam,VNM,43,16
Vietnam,VNM,44,16
Vietnam,VNM,45,16
Vietnam,VNM,46,17
